
===== SHEET: Products with GP Class - Joyce (1224r x 17c) =====
(Do Not Modify) Product	(Do Not Modify) Row Checksum	(Do Not Modify) Modified On	Name	Product SKU	Product Brand	Solution Category	Product Type	GP Item Class	Tax Code	Status	Product Structure	Description	List Price	List Price (Base)	Legacy Product?	Currency
9424b877-7f5d-e611-80da-0050569f6bb1	34VdTqCwHCiigSz1ynlTf0gEbCOtLP3POvcUVGNlvZ0byBzhfd8DwthVODASo2597h2EZddJqMNokV6mAFUANQ==	2025-06-25 03:31:02	AutoMate On-site Training, one additional day	AM01953	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	3300	3300	Yes	US Dollar
9624b877-7f5d-e611-80da-0050569f6bb1	o7nd5j8Obd6pvx3XMzsaNnig9MuYWMOBppxhKcC9HTTHFi0q1Bm8Q91ppFN1Y2MZc7qhtkG4V9ITD5DL9L7B5Q==	2025-06-25 03:31:04	AutoMate Online Implementation - per hour	AM01954	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	275	275	Yes	US Dollar
9824b877-7f5d-e611-80da-0050569f6bb1	j4XhNyuIocetMSMhdxl8uZ3JW4z9PxHD50RCfJ6fbujVusxHMSFoQPh30xOfq6/CeZtj9trIN3BcRGk1aWK60w==	2025-06-25 03:31:05	AutoMate On-site Implementation (2 days, up to 5 individuals)	AM01955	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	6600	6600	Yes	US Dollar
9a24b877-7f5d-e611-80da-0050569f6bb1	luXGjof8yheDvnSU0N+GLea5sUCiiCrGCqRrdL7QUpui57kLasSysftL3l+VtUFayqwr/1R9YsvnHzC7ouXO2Q==	2025-06-25 03:31:06	AutoMate On-site Implementation, one additional day	AM01956	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	3300	3300	Yes	US Dollar
9c24b877-7f5d-e611-80da-0050569f6bb1	BrkmDIYJtwy8VJgcjcv73RI8eFFmcQhfuWUB++AasFaizZMNMWpuKKxJLf0YZz/PhXowEwZRqObgo/jajsvkpw==	2025-06-25 03:31:07	AutoMate New Version Online Classroom Training	AM01957	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	250	250	Yes	US Dollar
9e24b877-7f5d-e611-80da-0050569f6bb1	cw0Xqc3ptPQlMyiofys2bKCUjtAQNzyJjYpFBU3UplIMuoKnrpKNJmkr2Bv8ymyq1cqVR7vYjeNUFV/YIl1I7g==	2025-06-25 03:31:08	AutoMate AutoMate Health Check	AM01958	AutoMate	Robotic Process Automation	Services	SERVICES	SP140000	Retired	Product	NO LONGER USED	2750	2750	Yes	US Dollar
a224b877-7f5d-e611-80da-0050569f6bb1	0t8hVg54yijN6ETSvgPOCiTL6dn+GHGHiC7kvgWrmOH4oHTWJ58zL8w0Rh0Dh/L1iiwf1ZtFfEECaU1ES62GEw==	2025-06-25 03:31:11	AutoMate On-site Migration Services (20 Tasks/1000 steps)	AM01960	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	6600	6600	Yes	US Dollar
a424b877-7f5d-e611-80da-0050569f6bb1	JVvX6ySr4BjDPy5CWI/nE+CETGvq2g9wQiqxGleH91wJJxwhXlPGg5auII72NTyfgiMdmZs34ue+PbrCgNr2CA==	2025-06-25 03:31:12	AutoMate Online Migration Services (20 Tasks/1000 steps)	AM01961	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	5500	5500	Yes	US Dollar
a624b877-7f5d-e611-80da-0050569f6bb1	g6/G0yQTuTBmIDLuxJjNqNiKSqwBEl2Jdm7alLimrcySfekJAu5CjGrFCOjJXZ2+/Lf54XY9QoVIwn54GhNjrA==	2025-06-25 03:31:13	AutoMate Professional Services	AM01962	AutoMate	Robotic Process Automation	Services	SERVICES	SP140000	Retired	Product	NO LONGER USED	16500	16500	Yes	US Dollar
a824b877-7f5d-e611-80da-0050569f6bb1	oMhJFrRAZ3UDTn4XmZNPy091/zav5vVhzJCgMk8BJNoWlVjxornnAyBbpgNg66h95mCkOjKHsPrn0WsX0VYFNA==	2025-06-25 03:31:14	GETTING STARTED WITH AUTOMATE - PROFESSIONAL	AM01970	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
aa24b877-7f5d-e611-80da-0050569f6bb1	PpevjnNJIf0GGMeNiqNqroCRZuoFQKT/gTd70cFj5UB87sinf9Aaz+dskArPcLkU6kcqhJw8X9vVA3HG4sL9hw==	2025-06-25 03:31:15	GETTING STARTED WITH AUTOMATE - PREMIUM	AM01971	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
ac24b877-7f5d-e611-80da-0050569f6bb1	GaAks1CPbRbxgSXQReBtEq8GZ3x1pmGOY45lG4VOtm06D9n1+V4zxNV3YluwIbRmEkngcJkTA86nIMxKT1+20Q==	2025-06-25 03:31:16	GETTING STARTED WITH AUTOMATE - ENTERPRISE SERVER	AM01972	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
ae24b877-7f5d-e611-80da-0050569f6bb1	Ffb57xs3hI7eJ9xSq7geAJeHm7q0F430bqm+lqeXv3ZzNKAzn09oYqidRzV3Yr31kSKcc/SQCRKgl65ERfGdEA==	2025-06-25 03:31:18	GETTING STARTED WITH AUTOMATE - BPA SERVER ENTERPRISE	AM01973	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
b024b877-7f5d-e611-80da-0050569f6bb1	uLRgEelkarUdzmC0zGBypswYc5gbjAimYElfvH8NWSY7zEaOl0vjPUmyZ3qRQyP/oUlwAdPJ9CLloNJ55Xl/ZQ==	2025-06-25 03:31:20	AUTOMATE IN THE REAL WORLD - PROFESSIONAL	AM01974	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
b224b877-7f5d-e611-80da-0050569f6bb1	37EcQ1/5bWPXSV5ta3ec0r1mmTWV7pfqtQXV8q8spDTkTBe7L/KCj4+Tsz/mu7apfX5CYbZ+qt7vkCOKYnt8Bw==	2025-06-25 03:31:22	AUTOMATE IN THE REAL WORLD - PREMIUM	AM01975	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
b424b877-7f5d-e611-80da-0050569f6bb1	jseqTdp+IIrRCLZB95GZP++OxWPvTzGUAtbvBadM1i8Pd/JwqTP4O/V9QPQtF2IZnYAQcBNPB+hFUkZNTqXOJA==	2025-06-25 03:31:23	AUTOMATE IN THE REAL WORLD - ENTERPRISE SERVER	AM01976	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
b624b877-7f5d-e611-80da-0050569f6bb1	2A8usliVFJ+OCdDpQ8UdqoNOXolPLkgSJhDh5GMU6Ezl4MZRxg8bosWRXprwGWm3mk+YW6seuC9TFnqtHEsZ+g==	2025-06-25 03:31:24	AUTOMATE IN THE REAL WORLD - BPA SERVER ENTERPRISE	AM01977	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
b824b877-7f5d-e611-80da-0050569f6bb1	axKcMwXkrKJlkQVTrIIxxTs+UsIIJg2TTffL7Gi9cjcvo18Kob4WmHzUzqbyfVRMTJjbB252Ub/7B7gQpos+Xw==	2025-06-25 03:31:25	AUTOMATE ADMINISTRATION -PROFESSIONAL	AM01978	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
ba24b877-7f5d-e611-80da-0050569f6bb1	XVKf+LNvJLJAo56k8J/O0wSKBjIzuv9dKZ0VucMLoEf6SIzEkqj4PcydLwWsJyVguCqNOR3PnJU5k3XW5krThA==	2025-06-25 03:31:26	AUTOMATE ADMINISTRATION - PREMIUM	AM01979	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
bc24b877-7f5d-e611-80da-0050569f6bb1	PPGS/Fy2DXBsAHlR7fbDvtpj0RSTAjFN9XUJx4hblCmyVV73oizSmHSdBOfrORcThFxwxOnDrveK2/9DcvkrGQ==	2025-06-25 03:31:27	AUTOMATE ADMINISTRATION - ENTERPRISE SERVER	AM01980	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
be24b877-7f5d-e611-80da-0050569f6bb1	r844YhF/Bu8KwRYYK0xVgGxC3gBNB447uLOuDdCarL90qoUjSc5iqDSG2wtAw+6z9Fkqg6P9UvYSaOUejQ3tfQ==	2025-06-25 03:31:29	AUTOMATE ADMINISTRATION - BPA SERVER ENTERPRISE	AM01981	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
c024b877-7f5d-e611-80da-0050569f6bb1	kUTnW2Gu6Ynv2EZTYvAfd/KT/VdGco3pMpO9PTsuvpnx2zqkUsblo07C/JDYTua8SLhLf0Bu14HhQA9XiDu3mw==	2025-06-25 03:31:31	SYSTEM ADMINISTRATION  - PROFESSIONAL	AM01982	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
c224b877-7f5d-e611-80da-0050569f6bb1	T+g2dtoeZ64fqXw/t6tg8wYpr0Zgpk9B470QBVjrvyHrJcf8vr95O+Dr2G6YRL90uexDLtafSm8GedpqSb2ggw==	2025-06-25 03:31:32	SYSTEM ADMINISTRATION - PREMUM	AM01983	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
c424b877-7f5d-e611-80da-0050569f6bb1	6yM4+22DRlGaCYk83k4VoLnnKIIvtoexl7UXVMeF4ElgzXL44SkDEuXoUBUr7U2PoaHGoEVkM/GoqubjnhiOWg==	2025-06-25 03:31:34	SYSTEM ADMINISTRATION  - ENTERPRISE SERVER	AM01984	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
c624b877-7f5d-e611-80da-0050569f6bb1	HBvtHmwZ+DG9nOgJ2Ny2B+Yz4HVsP8Ms8oqkwl6xG+QHPtFD+9Yi93Fi0z789fCEBiVoASTcl19pk05yupJ3zw==	2025-06-25 03:31:35	SYSTEM ADMINISTRATION  - BPA SERVER ENTERPRISE	AM01985	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	1000	1000	Yes	US Dollar
c824b877-7f5d-e611-80da-0050569f6bb1	TqBvZ94b68s/C5jBFFwjbu008CenO+PPM3paLW2ziy/gQuE8LycqjdawzEdloT/gR9ru+/YMOkg9e53Bd53EvA==	2025-06-25 03:31:37	AUTOMATE PROFESSIONAL - SUBSCRIPTIONS BASED E-LEARNING	AM01986	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	0	0	Yes	US Dollar
ca24b877-7f5d-e611-80da-0050569f6bb1	K6K3NehMo3iY2n/MlXI+LQjNE/GpdH/CrwB5//1oVY01nrHvd3KWcmaHaubvAiTcaep6YAvktpLxYhH/iDbIiA==	2025-06-25 03:31:38	AUTOMATE PREMIUM - SUBSCRIPTIONS BASED E-LEARNING	AM01987	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	0	0	Yes	US Dollar
cc24b877-7f5d-e611-80da-0050569f6bb1	YWRv8eVJRV5qLuz2fOgwcDz+JJ2Qgc6s4ST6pn7/8LAcCdglTlsGQgG640kGzzbGlcv/mRELWJTL0YqpYcQcXA==	2025-06-25 03:31:39	AUTOMATE ENTERPRISE SERVER - SUBSCRIPTIONS BASED E-LEARNING	AM01988	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	0	0	Yes	US Dollar
ce24b877-7f5d-e611-80da-0050569f6bb1	8+fh1qZ4/HoQHcbStVR8mRH9/9BAGsEsTdgYH+nV/77aN8vuKvfBO/KV4905gpuhPW3dpqK0WB8iBZN2Vkp8YA==	2025-06-25 03:31:40	AUTOMATE BPA SERVER  ENTERPRISE- SUBSCRIPTIONS BASED E-LEARNING	AM01989	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	0	0	Yes	US Dollar
d024b877-7f5d-e611-80da-0050569f6bb1	OIPmBDQFI7B7In2IsPn6co8dPkJwQll3m2HwO5LGQDtZpncGh1kVwi5+qmquaYKtLBS3Gq7152nVn9xadXMp5w==	2025-06-25 03:31:41	AUTOMATE EDUCATION & TRAINING - ADDITIONAL USER BLOCK	AM01999	AutoMate	Robotic Process Automation	Services	SERVICES	ST080000	Retired	Product	NO LONGER USED	0	0	Yes	US Dollar
5468f7cd-ee64-e811-80ee-0050569f6bb1	v0DYrvi9FLLchIy0msRXT+Ux3NM45tw8NlPTX8sUQ8FQzi6Htz9gGz+5qWZHBPqqxOYBD/JkfwPcfUCQOetD1Q==	2025-06-25 08:50:17	Solution Design - Automate	AM01910	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	5000	5000	No	US Dollar
0434d55c-2d6f-e811-80ee-0050569f6bb1	+X+KsAnTooQVqJ/0gjLCP9/bkatVrSqzsvKkwQxwYzRtU67LbpyZ6OnpfCggm4LN9dsRDrCUpmtHFhasP8BRpw==	2025-06-25 08:50:20	Automate 101: Getting Started	AM01911	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	995	995	No	US Dollar
3954b0d4-2d6f-e811-80ee-0050569f6bb1	ijZqTQLln0FxHs5sBu0l4fsxJWrGtMa0QL3Jt3c9wvylHchH3sKhr9fkbm6T09WcHadj74lvn7x+5jDTh5SZ7g==	2025-06-25 08:50:21	SSL Configuration - Automate	AM01912	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	695	695	No	US Dollar
625f8b44-2e6f-e811-80ee-0050569f6bb1	ITOslkqLMtX/NV8pDas3FXl+z9j0+pHBYm1WpNYZeGRECVV/7gHc4qI+ysjNCXlF3OiaFDfX9csMYwVuAVah6A==	2025-06-25 08:50:22	Site to Site Disaster Recovery - Automate	AM01913	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	1595	1595	No	US Dollar
b3df79eb-d939-e911-80f8-0050569f6bb1	f0T3mVjeYyKpyKaGuXdROtYfdGkIyFtoLHkzWPPrD5OGL7b/NsmFc+kk8OKo3sfQXfZix3+7jyb/Qj36BlrDdg==	2025-06-25 09:22:51	Agent Failover - Automate	AM01914	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	695	695	No	US Dollar
a735bce6-da39-e911-80f8-0050569f6bb1	b+kFAFSyzoIjfpHMAkCGXn+O9SkX9GCbYJ7Gy7wyG9jxUPzEJcRJMeAf+AesikBQUNEvzX5Fbf6uX0QPmQWw5w==	2025-06-25 09:22:53	Proof of Concept Discovery and Automation Development	AM01916	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	5000	5000	No	US Dollar
9d9b04c8-19c5-e911-80ff-0050569f6bb1	42jWX3UgQ6nT55wBHEgSXfQ8WeZE1MpNY6+8slVYYfeLkMUqnR6TCTpto7mkZzTYAIyFfkPloBCzX3EDZCZSiQ==	2025-06-25 09:40:41	Clustered Failover - Automate	AM01917	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	695	695	No	US Dollar
0605e17e-1ac5-e911-80ff-0050569f6bb1	2R+YZuI0eiYvayoVFZk79Ekmj3uz5ghJskzcI65+4x3Yxpjvx1NYKhxvzyITSSeILSviJSqDN6QlCnQFkpD68w==	2025-06-25 09:40:43	Automate 201: Intermediate Concepts	AM01918	AutoMate	Robotic Process Automation	Services	SERV SUP	SC070321	Retired	Product	NO LONGER USED	1195	1195	No	US Dollar
9224b877-7f5d-e611-80da-0050569f6bb1	C+kl596kzUWTlaAx4lX3VtxcXVSu8vdXlPZ1AiLUX/Uy2xmVPBswSx1TKCHPzVEplX9LrYcNHY307ERsuRMUsQ==	2025-06-25 03:31:01	AutoMate On-site Training (16 hours over 2 days)	AM01952	AutoMate	Robotic Process Automation	Services	SERVICES	SC070321	Retired	Product	NO LONGER USED	2960	2960	No	US Dollar
223f79d8-5caf-e711-80e8-0050569f6bb1	yZnFkZg0ilD4uYXvFtHynhFWiOedPF5cRAGsKK6MJvCbzltEg4FhWirRjplKhV/kXrbxuDJ2HbHtegp45g2S+Q==	2025-06-25 08:41:02	Automation Assessment (2 days on-site) - Infastructure and Best Practices Foundation	AM01963	AutoMate	Robotic Process Automation	Services	SERVICES	SP140000	Retired	Product	NO LONGER USED	3995	3995	No	US Dollar
e74bc7f1-5caf-e711-80e8-0050569f6bb1	wc1x2Oq8Jx8viL9QZ6kuIIjTwUJkwVHMyr9IeNlBKxHvS0s8tdwuoFnNXpqOM9DyNh8VAh5ddDxUmKe9BvRLCg==	2025-06-25 08:41:09	Automation Assessment (2 days on-site) - People and Processes	AM01964	AutoMate	Robotic Process Automation	Services	SERVICES	SP140000	Retired	Product	NO LONGER USED	3995	3995	No	US Dollar
21599712-0312-ef11-9f89-000d3a1631b1	c/+tAE4adgk9WH50Y9/uVAzy1ny+tP4T0ZlGDsDV0c6Zlm3nVdcsUVKSL3XAU2xhwOWEb0LbwLkRuh/GwXSKyg==	2025-06-25 01:10:47	DP Professional Services - 8 Hours	DG06099	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		2200	2200	No	US Dollar
22599712-0312-ef11-9f89-000d3a1631b1	GJnuEUoV9N5XBn/DSIDEa71Zuon/d30GXErRSfffgADR3mQ/5sLOxoL7ccLi8P0wZd4aBqXm4kCjyDc+ny3HQA==	2025-06-25 01:10:47	DP Professional Services- 8 Hours - Postpaid	DG06100	Digital Guardian	Data Protection	Services	SERVICES	SC130121	Active	Product		2500	2500	No	US Dollar
1e599712-0312-ef11-9f89-000d3a1631b1	sz4Zj45XRdZ2hLFju16dhYxHqgKNTZYys0Lcf6xc/gBKtOGLN0k0FfoOucxu5+IW8iQMGvY/heFMavil4U4J5g==	2025-06-25 01:10:44	Fortra Cares - Digital Guardian	DG06101	Digital Guardian	Data Protection	Subscription	SERVICES	SC130121	Active	Product		0	0	No	US Dollar
c2eb5b1e-0312-ef11-9f89-00224821ce28	7DFwJkrBmAiNh96lvnu+0iFfGa/lNDqzqVS64l+dGPrW5Cgk7qRk5lPJ0SiT1mWwylv8WFHHHoI0wtrby2A2rw==	2025-06-25 01:36:32	DP - 12 Calendar Month Resident	DC00615	Titus	Data Protection	Services	SERV RECUR	SC070321	Active	Product		360000	360000	No	US Dollar
c3eb5b1e-0312-ef11-9f89-00224821ce28	mI2QqFHUr4wB9PWMN1R0g4fY95HxOrw6/wbqMZSRD5IbUHp/Ejr6KBGBJrzlNGaya9i+lIaXjUZxVInjazxfYQ==	2025-06-25 01:36:33	DP - 3 Calendar Month Resident	DC00616	Titus	Data Protection	Services	SERV RECUR	SC070321	Active	Product		120000	120000	No	US Dollar
c4eb5b1e-0312-ef11-9f89-00224821ce28	RqLTyjcZo/Ej5m9Nfhd2qlNHTwwkNXpKF7B7qmnG5qVkY7ExNBfJe88j4tfF0BoNY9/6ZQb05+a6e7krmI9usw==	2025-06-25 01:36:35	DP - 6 Calendar Month Resident	DC00617	Titus	Data Protection	Services	SERV RECUR	SC070321	Active	Product		216000	216000	No	US Dollar
41a3981e-0312-ef11-9f89-000d3a1631b1	5aQahExrfcIkjvl+GMmjW80hIfnZdvCrZLXQuzo3xMdEME5a9VZ4ZwIrHZy3z74BFjRaP3YRbAaibTpKr40yxA==	2025-06-25 01:11:03	DP Professional Services - 24 Hours	DC00618	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		6100	6100	No	US Dollar
42a3981e-0312-ef11-9f89-000d3a1631b1	OLxNk5G+ePW3Ur/NvdmPA+r14i5klim6ajMm3s8XbspDAbUNhauWG3qHysgzIicxqA5l+kWnmL7gPxvH00UMOA==	2025-06-25 01:11:04	DP Professional Services - 24 Hours - Postpaid	DC00619	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		7500	7500	No	US Dollar
43a3981e-0312-ef11-9f89-000d3a1631b1	aMnr73aBb/4kcd2nqJLxgNfxqTbclg01XjPq9Wtwbu4+WrDkI81IEWw3susn0ZoowUliTDrym5ieJSA1HQ0yUw==	2025-06-25 01:11:06	DP Professional Services - 40 Hours	DC00620	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		10000	10000	No	US Dollar
44a3981e-0312-ef11-9f89-000d3a1631b1	0gq1SRx19l4H5gyjSuB2qLGRGvIx9E9Zud+SHcFUzZRDZUr4KlpuC20K06JDOLHWOAKEQRy3x1UmUrxvKTNs2g==	2025-06-25 01:11:06	DP Professional Services - 40 Hours - Postpaid	DC00621	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		12000	12000	No	US Dollar
45a3981e-0312-ef11-9f89-000d3a1631b1	sx52dpjSnSO8oPRBoXQOy0pu6mliTsDSwfy1Co1nf10MQdcqgQTVQWzMZuqfjorpntFJWid72FnK5Dj/oEh3Yw==	2025-06-25 01:11:08	DP Professional Services - 8 Hours	DC00622	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		2200	2200	No	US Dollar
46a3981e-0312-ef11-9f89-000d3a1631b1	d6D2hwIu/Xf/UZcVykSuFnedMtOnQ9MsRJ8u7CxYGANC8vUpwekkyjYpzEQSMM4S6QadhGKG0LS3rhMOtVo9FA==	2025-06-25 01:11:09	DP Professional Services- 8 Hours - Postpaid	DC00623	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		2500	2500	No	US Dollar
47a3981e-0312-ef11-9f89-000d3a1631b1	GGGUndTYFceGiJjbGVAWV5YpzVyrj5mGQ1mZXbLJ5k4LySCmh1OWQgUNLsIWgkb0dao3oehPBIlm5E5yJ4Er4A==	2025-06-25 01:25:39	DC - Titus - Business - On Prem Setup - DAC	DC00624	Titus	Data Protection	Services	SERV SUP	DC010500	Active	Product		48000	48000	No	US Dollar
48a3981e-0312-ef11-9f89-000d3a1631b1	MxBs9UNt55jdn8qYsLk0WM4lpbKZK0i1hcsjkBykcc7OmL1Vm9yL/eTgbQvvP4br05pxpn2SnGEkQ7buvfxZEg==	2025-06-25 01:25:40	DC - Titus - Business - On Prem Setup - DAR	DC00625	Titus	Data Protection	Services	SERV SUP	DC010500	Active	Product		72000	72000	No	US Dollar
ab385f12-0312-ef11-9f89-00224821ce28	yGYDQqavtbxmcLOlfaPW/rmK6e4zNUWAkeP+p9cRhMRfi9waydDqgGl71kyvWqZOLRpZ47Ur0aVMY5gXCZEqEg==	2025-06-25 01:36:10	DC - Titus - Core - On-Prem Setup - DAC	DC00626	Titus	Data Protection	Services	SERV SUP	DC010500	Active	Product		12000	12000	No	US Dollar
ac385f12-0312-ef11-9f89-00224821ce28	K15j5+MLLhPyxUzqnAohmooXGlDtCnZjg6tY7zUnbgjH4AqWy6UbzKag27zlZ/ZlDuremmZ/9vWgnWskQsMaqw==	2025-06-25 01:36:11	DC - Titus - Core - On-Prem Setup - DAR	DC00627	Titus	Data Protection	Services	SERV SUP	DC010500	Active	Product		24000	24000	No	US Dollar
ad385f12-0312-ef11-9f89-00224821ce28	UEGzkktRC4iz6vkKAE+BqP1f3L0KT33xPD3y6cpyOwCs+Kb3m8NMSp/q76BY/85JB2zXqUqNU6QHsDjVESiZGQ==	2025-06-25 01:36:13	DC - Titus - Core - SaaS Setup	DC00628	Titus	Data Protection	Services	SERV SUP	SW054003	Active	Product		6000	6000	No	US Dollar
ae385f12-0312-ef11-9f89-00224821ce28	M3PYsmTpBFWE+Gnt+7y1dn2ZnL0M+708tzpYwwUG7hXawbEi84LldsHQMu6ak+McdAd5lTqylyHLcE2tt1EWww==	2025-06-25 01:36:14	DC - Titus - Enterprise - On Prem Setup	DC00629	Titus	Data Protection	Services	SERV SUP	DC010500	Active	Product		148000	148000	No	US Dollar
af385f12-0312-ef11-9f89-00224821ce28	ezPOsEepAt6rZsrd9xal8IPQg/oay4oDq9TBWthfnMqMnpJ8WinTYf77CsNJUllOpYX77ha1HYbSUrVL2Njq5Q==	2025-06-25 01:36:15	DC - Titus - Review Services	DC00630	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		8000	8000	No	US Dollar
1c202e13-0312-ef11-9f89-7c1e520cedd4	fkrD02e9fJrLSWMpRnhMtx6WFWBPRFTRVm15ux++Hi8ZO+yYYLbt7jYhHlj/lcqn39E5GSM5WF1y9MGMioniaw==	2025-06-25 11:31:31	DC Expert Service Core	DC00631	Titus	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		8000	8000	No	US Dollar
1d202e13-0312-ef11-9f89-7c1e520cedd4	jhgFlIXHv9Hg4XVRPrT/USVAtlyNqzrMFBV4ghA8X5sLD3997WoSaL/rrWpwFuHcn/jZmoM49HaL1mZUhZGv5g==	2025-06-25 11:31:32	DC Expert Service Enterprise	DC00632	Titus	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		70000	70000	No	US Dollar
1e202e13-0312-ef11-9f89-7c1e520cedd4	PNHPOmefMxaMcBUSj+L8kgg8js5Na+yVMgcDYhXj7VMIH4dKjk7p2manHHvkRhBnFFSrZrbg4MpmlbTup9AJ+g==	2025-06-25 11:31:33	DC Expert Service Standard	DC00633	Titus	Data Protection	Subscription	SERV RECUR	SC070321	Active	Product		26000	26000	No	US Dollar
1f202e13-0312-ef11-9f89-7c1e520cedd4	oAuPvBViuW7rTo62WFjf3y7LAybh2N7O06djDUMMO5n8qsP1+MVT8Dqv+qJN90llPg52R7mY+Dnkn4HExY6voQ==	2025-06-25 11:31:35	DC Professional Services Hourly Rate	DC00634	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		250	250	No	US Dollar
20202e13-0312-ef11-9f89-7c1e520cedd4	AE9Tt5XkKqGA1R4VjI909VbrDLfmCQEqTFVQFgtpP32EuwSaiTh0Mwsro5lLi9crxlZNUK75KJu8jEiO/6VT4Q==	2025-06-25 11:31:36	Titus 30 day training extension	DC00635	Titus	Data Protection	Services	SERVICES	SC070321	Active	Product		550	550	No	US Dollar
247e2619-0312-ef11-9f89-7c1e520cedd4	u0+fwqoQdbzRsI59IrxjKFh5UJ18hvGZW12GcrE0mMvnTNZ8RfPlnuAxeRIxOjF65iq+Ye5gzFizmNFuJoZlzA==	2025-06-25 11:31:54	Boldon James Self-Study & certification exam	DC00609	Boldon James	Data Protection	Services	SERVICES	SC130121	Retired	Product		1500	1500	Yes	US Dollar
21202e13-0312-ef11-9f89-7c1e520cedd4	2ZxqiLN42tAkN8LE8zg/8HSi2CZjg0PUmdYLzYMuFZT67e6nzX/BXkgtfpRM3euil8zWpUkj2JP8j242zoxn/g==	2025-06-25 11:31:37	Titus Service Delivery Certification Exam	DC00636	Titus	Data Protection	Services	SERVICES	SC130121	Active	Product		550	550	No	US Dollar
