AttributeValue,QuoteLineItemId,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.UnitPrice,QuoteLineItem.TotalPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status,QuoteLineItem.Quote.QuoteTypeText__c
Professional,0QLWC000003EjNy4AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,6.87,6.87,,Approved,Renewal
Premier,0QLWC000003EjNZ4A0,GS-GSE-RRM-EFEX,Renewal Maintenance,,374.97,374.97,,Approved,Renewal
Professional,0QLWC000003EjNz4AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,6.87,6.87,,Approved,Renewal
Professional,0QLWC000003EjO04AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,6.87,6.87,,Approved,Renewal
Professional,0QLWC000003EjO14AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,6.87,6.87,,Approved,Renewal
Professional,0QLWC000003EjO24AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,6.87,6.87,,Approved,Renewal
Professional,0QLWC000003EjO34AK,GS-GSE-RRM-EFTEX,Renewal Maintenance,,103.61,103.61,,Approved,Renewal
Professional,0QLWC000003EjO44AK,GS-GSE-RRM-EFEX,Renewal Maintenance,,150.14,150.14,,Approved,Renewal
Professional,0QLWC000003EjO54AK,GS-GSE-RRM-EFTSF,Renewal Maintenance,,103.61,103.61,,Approved,Renewal
Professional,0QLWC000003EjO64AK,GS-GSE-RRM-EFTEW,Renewal Maintenance,,187.03,187.03,,Approved,Renewal
Professional,0QLWC000003EjO74AK,GS-GSE-RRM-EFHT,Renewal Maintenance,,111.76,111.76,,Approved,Renewal
Professional,0QLWC000003EjO84AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,7.41,7.41,,Approved,Renewal
Professional,0QLWC000003EjO94AK,GS-CFT-RRM-CF9REN,Renewal Maintenance,,7.41,7.41,,Approved,Renewal
Professional,0QLWC000003EjOA4A0,GS-CFT-RRM-CF9REN,Renewal Maintenance,,7.41,7.41,,Approved,Renewal
Professional,0QLWC000003EjOB4A0,GS-CFT-RRM-CF9REN,Renewal Maintenance,,7.41,7.41,,Approved,Renewal
Professional,0QLWC000003EjOC4A0,GS-CFT-RRM-CF9REN,Renewal Maintenance,,7.41,7.41,,Approved,Renewal
Professional,0QLWC000003EjOD4A0,GS-GSE-RRM-EFTEX,Renewal Maintenance,,111.76,111.76,,Approved,Renewal
Professional,0QLWC000003EjOE4A0,GS-GSE-RRM-EFEX,Renewal Maintenance,,161.95,161.95,,Approved,Renewal
Professional,0QLWC000003EjOF4A0,GS-GSE-RRM-EFTSF,Renewal Maintenance,,111.76,111.76,,Approved,Renewal
Premier,0QLWC000003EjOV4A0,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1189.38,1189.38,,Approved,Renewal
Premier,0QLWC000003EjOW4A0,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1189.38,1189.38,,Approved,Renewal
Premier,0QLWC000003EJp04AG,GS-GSE-RNM-SFYNM,New Maintenance,,0,0,,Approved,New
Premier,0QLWC000003EJp24AG,GS-GSE-RNM-SSYNM,New Maintenance,,0,0,,Approved,New
Premier,0QLWC000003EJPm4AO,GS-GSE-RRM-EWRM,Renewal Maintenance,,1164.27,1164.27,,Approved,Renewal
Premier,0QLWC000003EJPn4AO,GS-GSE-RRM-EWRM,Renewal Maintenance,,581.82,581.82,,Approved,Renewal
Premier,0QLWC000003EJPo4AO,GS-GSE-RRM-EWRM,Renewal Maintenance,,384.03,384.03,,Approved,Renewal
Premier,0QLWC000003EJPp4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2585.46,2585.46,,Approved,Renewal
Premier,0QLWC000003EJPq4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2585.46,2585.46,,Approved,Renewal
Premier,0QLWC000003EJPr4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,1292.73,1292.73,,Approved,Renewal
Premier,0QLWC000003EJPs4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,1292.73,1292.73,,Approved,Renewal
Premier,0QLWC000003EJPt4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1629.24,1629.24,,Approved,Renewal
Premier,0QLWC000003EJPu4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1629.24,1629.24,,Approved,Renewal
Premier,0QLWC000003EJPv4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,814.3,814.3,,Approved,Renewal
Premier,0QLWC000003EJPw4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,814.3,814.3,,Approved,Renewal
Premier,0QLWC000003EJPx4AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,1695.38,1695.38,,Approved,Renewal
Premier,0QLWC000003EJPy4AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,1695.38,1695.38,,Approved,Renewal
Premier,0QLWC000003EJPz4AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,847.69,847.69,,Approved,Renewal
Premier,0QLWC000003EJQ04AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,847.69,847.69,,Approved,Renewal
Premier,0QLWC000003EJQ14AO,GS-GSE-RRM-EERM,Renewal Maintenance,,4830.56,4830.56,,Approved,Renewal
Premier,0QLWC000003EJQ24AO,GS-GSE-RRM-EERM,Renewal Maintenance,,4830.56,4830.56,,Approved,Renewal
Premier,0QLWC000003EJQ34AO,GS-GSE-RRM-EERM,Renewal Maintenance,,2415.28,2415.28,,Approved,Renewal
Premier,0QLWC000003EJQ44AO,GS-GSE-RRM-EERM,Renewal Maintenance,,2415.28,2415.28,,Approved,Renewal
Premier,0QLWC000003EJQ54AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1482.18,1482.18,,Approved,Renewal
Premier,0QLWC000003EJQ64AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1482.18,1482.18,,Approved,Renewal
Premier,0QLWC000003EJQ74AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,741.09,741.09,,Approved,Renewal
Premier,0QLWC000003EJQ84AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,741.09,741.09,,Approved,Renewal
Premier,0QLWC000003EJQ94AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,464.95,464.95,,Approved,Renewal
Premier,0QLWC000003EJQA4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,464.95,464.95,,Approved,Renewal
Professional,0QLWC000003Ejqa4AC,GS-GSE-RRM-EFTEX,Renewal Maintenance,,165.45,165.45,,Approved,Renewal
Premier,0QLWC000003EJQa4AO,GS-GSE-RRM-EBMM,Renewal Maintenance,,699.35,699.35,,Approved,Renewal
Premier,0QLWC000003EJQB4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,232.47,232.47,,Approved,Renewal
Professional,0QLWC000003Ejqb4AC,GS-GSE-RRM-EFHT,Renewal Maintenance,,153.83,153.83,,Approved,Renewal
Premier,0QLWC000003EJQb4AO,GS-GSE-RRM-EBMM,Renewal Maintenance,,699.35,699.35,,Approved,Renewal
Premier,0QLWC000003EJQC4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,232.47,232.47,,Approved,Renewal
Professional,0QLWC000003Ejqc4AC,GS-GSE-RRM-EFTSF,Renewal Maintenance,,153.83,153.83,,Approved,Renewal
Premier,0QLWC000003EJQc4AO,GS-GSE-RRM-EFBA,Renewal Maintenance,,1059.61,1059.61,,Approved,Renewal
Premier,0QLWC000003EJQD4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,464.95,464.95,,Approved,Renewal
Professional,0QLWC000003Ejqd4AC,GS-GSE-RRM-EFEX,Renewal Maintenance,,222.89,222.89,,Approved,Renewal
Premier,0QLWC000003EJQd4AO,GS-GSE-RRM-EFBA,Renewal Maintenance,,1059.61,1059.61,,Approved,Renewal
Premier,0QLWC000003EJQE4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,464.95,464.95,,Approved,Renewal
Professional,0QLWC000003Ejqe4AC,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,404.98,404.98,,Approved,Renewal
Premier,0QLWC000003EJQe4AO,GS-GSE-RRM-EFBA,Renewal Maintenance,,529.81,529.81,,Approved,Renewal
Premier,0QLWC000003EJQF4A4,GS-GSE-RRM-EFBA,Renewal Maintenance,,353.2,353.2,,Approved,Renewal
Professional,0QLWC000003Ejqf4AC,GS-GSE-RRM-EFTEX,Renewal Maintenance,,153.83,153.83,,Approved,Renewal
Premier,0QLWC000003EJQf4AO,GS-GSE-RRM-EFBA,Renewal Maintenance,,529.81,529.81,,Approved,Renewal
Premier,0QLWC000003EJQG4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,232.47,232.47,,Approved,Renewal
Professional,0QLWC000003Ejqg4AC,GS-GSE-RRM-EFHT,Renewal Maintenance,,178.44,178.44,,Approved,Renewal
Premier,0QLWC000003EJQg4AO,GS-GSE-RRM-EFBA,Renewal Maintenance,,353.2,353.2,,Approved,Renewal
Premier,0QLWC000003EJQH4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,232.47,232.47,,Approved,Renewal
Professional,0QLWC000003Ejqh4AC,GS-GSE-RRM-EFTSF,Renewal Maintenance,,178.44,178.44,,Approved,Renewal
Premier,0QLWC000003EJQh4AO,GS-GSE-RRM-EWRM,Renewal Maintenance,,1222.52,1222.52,,Approved,Renewal
Premier,0QLWC000003EJQI4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,1593.92,1593.92,,Approved,Renewal
Professional,0QLWC000003Ejqi4AC,GS-GSE-RRM-EFEX,Renewal Maintenance,,258.56,258.56,,Approved,Renewal
Premier,0QLWC000003EJQi4AO,GS-GSE-RRM-EWRM,Renewal Maintenance,,610.92,610.92,,Approved,Renewal
Premier,0QLWC000003EJQJ4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,1593.92,1593.92,,Approved,Renewal
Professional,0QLWC000003Ejqj4AC,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,469.78,469.78,,Approved,Renewal
Premier,0QLWC000003EJQj4AO,GS-GSE-RRM-EWRM,Renewal Maintenance,,403.23,403.23,,Approved,Renewal
Premier,0QLWC000003EJQK4A4,GS-GSE-RRM-EFTAW,Renewal Maintenance,,489.35,489.35,,Approved,Renewal
Professional,0QLWC000003Ejqk4AC,GS-GSE-RRM-EFTEX,Renewal Maintenance,,178.44,178.44,,Approved,Renewal
Premier,0QLWC000003EJQk4AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,244.1,244.1,,Approved,Renewal
Premier,0QLWC000003EJQL4A4,GS-GSE-RRM-EFTAW,Renewal Maintenance,,489.35,489.35,,Approved,Renewal
Premier,0QLWC000003EJQl4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2714.73,2714.73,,Approved,Renewal
Premier,0QLWC000003EJQM4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,153.48,153.48,,Approved,Renewal
Premier,0QLWC000003EJQm4AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,244.1,244.1,,Approved,Renewal
Premier,0QLWC000003EJQN4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,153.48,153.48,,Approved,Renewal
Premier,0QLWC000003EJQn4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,2714.73,2714.73,,Approved,Renewal
Premier,0QLWC000003EJQO4A4,GS-GSE-RRM-EBMM,Renewal Maintenance,,1059.61,1059.61,,Approved,Renewal
Premier,0QLWC000003EJQo4AO,GS-GSE-RRM-EERM,Renewal Maintenance,,1673.61,1673.61,,Approved,Renewal
Premier,0QLWC000003EJQP4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,153.48,153.48,,Approved,Renewal
Premier,0QLWC000003EJQp4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,1357.37,1357.37,,Approved,Renewal
Premier,0QLWC000003EJQQ4A4,GS-GSE-RRM-EBMM,Renewal Maintenance,,1059.61,1059.61,,Approved,Renewal
Premier,0QLWC000003EJQq4AO,GS-GSE-RRM-EERM,Renewal Maintenance,,1673.61,1673.61,,Approved,Renewal
Premier,0QLWC000003EJQR4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,153.48,153.48,,Approved,Renewal
Premier,0QLWC000003EJQr4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,1357.37,1357.37,,Approved,Renewal
Premier,0QLWC000003EJQS4A4,GS-GSE-RRM-EFRM,Renewal Maintenance,,559.35,559.35,,Approved,Renewal
Premier,0QLWC000003EJQs4AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,513.82,513.82,,Approved,Renewal
Premier,0QLWC000003EJQT4A4,GS-GSE-RRM-EFRM,Renewal Maintenance,,559.35,559.35,,Approved,Renewal
Premier,0QLWC000003EJQt4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1710.7,1710.7,,Approved,Renewal
Premier,0QLWC000003EJQU4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,537.51,537.51,,Approved,Renewal
Premier,0QLWC000003EJQu4AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,513.82,513.82,,Approved,Renewal
Premier,0QLWC000003EJQV4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,537.51,537.51,,Approved,Renewal
Premier,0QLWC000003EJQv4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1710.7,1710.7,,Approved,Renewal
Premier,0QLWC000003EJQW4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,852.83,852.83,,Approved,Renewal
Premier,0QLWC000003EJQw4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,161.16,161.16,,Approved,Renewal
Professional,0QLWC000003EjqW4AS,GS-GSE-RRM-EFHT,Renewal Maintenance,,165.45,165.45,,Approved,Renewal
Premier,0QLWC000003EJQX4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,852.83,852.83,,Approved,Renewal
Premier,0QLWC000003EJQx4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,855.01,855.01,,Approved,Renewal
Professional,0QLWC000003EjqX4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,165.45,165.45,,Approved,Renewal
Premier,0QLWC000003EJQY4A4,GS-GSE-RRM-EBMM,Renewal Maintenance,,2119.23,2119.23,,Approved,Renewal
Premier,0QLWC000003EJQy4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,161.16,161.16,,Approved,Renewal
Professional,0QLWC000003EjqY4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,239.74,239.74,,Approved,Renewal
Premier,0QLWC000003EJQZ4A4,GS-GSE-RRM-EBMM,Renewal Maintenance,,2119.23,2119.23,,Approved,Renewal
Premier,0QLWC000003EJQz4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,855.01,855.01,,Approved,Renewal
Professional,0QLWC000003EjqZ4AS,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,435.57,435.57,,Approved,Renewal
Premier,0QLWC000003EJR04AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,161.16,161.16,,Approved,Renewal
Premier,0QLWC000003EJR14AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,1780.15,1780.15,,Approved,Renewal
Premier,0QLWC000003EJR24AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,161.16,161.16,,Approved,Renewal
Premier,0QLWC000003EJR34AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,1780.15,1780.15,,Approved,Renewal
Premier,0QLWC000003EJR44AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,587.32,587.32,,Approved,Renewal
Premier,0QLWC000003EJR54AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,890.08,890.08,,Approved,Renewal
Premier,0QLWC000003EJR64AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,587.32,587.32,,Approved,Renewal
Premier,0QLWC000003EJR74AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,890.08,890.08,,Approved,Renewal
Premier,0QLWC000003EJR84AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,564.39,564.39,,Approved,Renewal
Premier,0QLWC000003EJR94AO,GS-GSE-RRM-EERM,Renewal Maintenance,,5072.08,5072.08,,Approved,Renewal
Premier,0QLWC000003EJRA4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,564.39,564.39,,Approved,Renewal
Professional,0QLWC000003Ejra4AC,GS-CFT-RRM-CF9REN,Renewal Maintenance,,14.76,14.76,,Approved,Renewal
Premier,0QLWC000003EJRa4AO,GS-GSE-RRM-EBMM,Renewal Maintenance,,1112.59,1112.59,,Approved,Renewal
Premier,0QLWC000003EJRB4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,5072.08,5072.08,,Approved,Renewal
Professional,0QLWC000003Ejrb4AC,GS-CFT-RRM-CF9REN,Renewal Maintenance,,14.76,14.76,,Approved,Renewal
Premier,0QLWC000003EJRb4AO,GS-GSE-RRM-EBMM,Renewal Maintenance,,1112.59,1112.59,,Approved,Renewal
Premier,0QLWC000003EJRC4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,895.47,895.47,,Approved,Renewal
Professional,0QLWC000003Ejrc4AC,GS-CFT-RRM-CF9REN,Renewal Maintenance,,14.76,14.76,,Approved,Renewal
Premier,0QLWC000003EJRD4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,2536.04,2536.04,,Approved,Renewal
Professional,0QLWC000003DQeu4AG,GS-GSE-RRM-EFTEX,Renewal Maintenance,,109.8,109.8,,Approved,Renewal
Professional,0QLWC000003DQEu4AO,GS-GSE-RRM-EFRM,Renewal Maintenance,,1103.96,1103.96,,Approved,Renewal
Professional,0QLWC000003DQEV4A4,GS-GSE-RRM-EFRM,Renewal Maintenance,,949.08,949.08,,Approved,Renewal
Professional,0QLWC000003DQev4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,185.06,185.06,,Approved,Renewal
Professional,0QLWC000003DQEv4AO,GS-GSE-RRM-EERM,Renewal Maintenance,,6290.06,6290.06,,Approved,Renewal
Professional,0QLWC000003DQEW4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,5407.6,5407.6,,Approved,Renewal
Professional,0QLWC000003DQew4AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,127.72,127.72,,Approved,Renewal
Professional,0QLWC000003DQEw4AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,605.92,605.92,,Approved,Renewal
Professional,0QLWC000003DQEX4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,520.92,520.92,,Approved,Renewal
Professional,0QLWC000003DQex4AG,GS-GSE-RRM-EFTEX,Renewal Maintenance,,127.72,127.72,,Approved,Renewal
Professional,0QLWC000003DQEx4AO,GS-GSE-RRM-EERM,Renewal Maintenance,,3145.03,3145.03,,Approved,Renewal
Professional,0QLWC000003DQEY4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,2703.8,2703.8,,Approved,Renewal
Professional,0QLWC000003DQEy4AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,302.33,302.33,,Approved,Renewal
Professional,0QLWC000003DQEZ4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,259.92,259.92,,Approved,Renewal
Premier,0QLWC000003DQFA4A4,GS-GSE-RRM-EFEX,Renewal Maintenance,,344.6,344.6,,Approved,Renewal
Premier,0QLWC000003DQFB4A4,GS-GSE-RRM-EFTEW,Renewal Maintenance,,397.87,397.87,,Approved,Renewal
Premier,0QLWC000003DQFC4A4,GS-GSE-RRM-EFTFT,Renewal Maintenance,,1063.68,1063.68,,Approved,Renewal
Premier,0QLWC000003DQFD4A4,GS-GSE-RRM-EFFM,Renewal Maintenance,,1063.68,1063.68,,Approved,Renewal
Premier,0QLWC000003DQFE4A4,GS-GSE-RRM-EFHT,Renewal Maintenance,,238.08,238.08,,Approved,Renewal
Premier,0QLWC000003DQFF4A4,GS-GSE-RRM-EFTSF,Renewal Maintenance,,238.08,238.08,,Approved,Renewal
Premier,0QLWC000003DQFG4A4,GS-GSE-RRM-EFTEX,Renewal Maintenance,,238.08,238.08,,Approved,Renewal
Professional,0QLWC000003DQg34AG,GS-GSE-RNM-EFTW,New Maintenance,,1648.5,1648.5,,Approved,New
Professional,0QLWC000003DQg44AG,GS-GSE-RNM-EFTW,New Maintenance,,824.25,824.25,,Approved,New
Professional,0QLWC000003DQg54AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,538.82,538.82,,Approved,Renewal
Professional,0QLWC000003DQg64AG,GS-GSE-RRM-DMRM,Renewal Maintenance,,4097.06,4097.06,,Approved,Renewal
Professional,0QLWC000003DQg74AG,GS-GSE-RRM-DMRM,Renewal Maintenance,,2046.84,2046.84,,Approved,Renewal
Professional,0QLWC000003DQg84AG,GS-GSE-RRM-EERM,Renewal Maintenance,,5605.08,5605.08,,Approved,Renewal
Professional,0QLWC000003DQg94AG,GS-GSE-RRM-EFAR,Renewal Maintenance,,538.82,538.82,,Approved,Renewal
Professional,0QLWC000003DQgA4AW,GS-GSE-RRM-DMRM,Renewal Maintenance,,1352.13,1352.13,,Approved,Renewal
Professional,0QLWC000003DQgB4AW,GS-GSE-RRM-DMRM,Renewal Maintenance,,4097.06,4097.06,,Approved,Renewal
Professional,0QLWC000003DQgC4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,8495.72,8495.72,,Approved,Renewal
Professional,0QLWC000003DQgD4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,16991.44,16991.44,,Approved,Renewal
Professional,0QLWC000003DQgE4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,16991.44,16991.44,,Approved,Renewal
Premier,0QLWC000003DqGf4AK,GS-GSE-RRM-EWRM,Renewal Maintenance,,1813,1813,,Approved,Renewal
Professional,0QLWC000003DQgF4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,816.7,816.7,,Approved,Renewal
Professional,0QLWC000003DqGg4AK,GS-GSE-RRM-EFTAS,Renewal Maintenance,,558,558,,Approved,Renewal
Professional,0QLWC000003DQgG4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,1636.79,1636.79,,Approved,Renewal
Professional,0QLWC000003DqGh4AK,GS-GSE-RRM-EFTAS,Renewal Maintenance,,558,558,,Approved,Renewal
Professional,0QLWC000003DQgH4AW,GS-GSE-RRM-EFAR,Renewal Maintenance,,1636.79,1636.79,,Approved,Renewal
Professional,0QLWC000003DqGi4AK,GS-GSE-RRM-WSMM,Renewal Maintenance,,0,0,,Approved,Renewal
Professional,0QLWC000003DQgI4AW,GS-GSE-RRM-DMGA,Renewal Maintenance,,4547.77,4547.77,,Approved,Renewal
Premier,0QLWC000003DqGj4AK,GS-GSE-RNM-CCAYNM,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DQgJ4AW,GS-GSE-RRM-DMGA,Renewal Maintenance,,3002.48,3002.48,,Approved,Renewal
Premier,0QLWC000003DqGk4AK,GS-GSE-RNM-EAYNM,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DQgK4AW,GS-GSE-RRM-DMGA,Renewal Maintenance,,9095.54,9095.54,,Approved,Renewal
Premier,0QLWC000003DqGl4AK,GS-GSE-RNM-FMYNM,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DQgL4AW,GS-GSE-RRM-DMGA,Renewal Maintenance,,9095.54,9095.54,,Approved,Renewal
Professional,0QLWC000003DQgM4AW,GS-GSE-RRM-EERM,Renewal Maintenance,,5605.08,5605.08,,Approved,Renewal
Professional,0QLWC000003DQgN4AW,GS-GSE-RRM-DMGA,Renewal Maintenance,,3002.48,3002.48,,Approved,Renewal
Professional,0QLWC000003DQgO4AW,GS-GSE-RRM-EWRM,Renewal Maintenance,,2198,2198,,Approved,Renewal
Premier,0QLWC000003DQgp4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Professional,0QLWC000003DQgP4AW,GS-GSE-RRM-EWRM,Renewal Maintenance,,1099,1099,,Approved,Renewal
Premier,0QLWC000003DQgq4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgr4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgs4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgt4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgu4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgv4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgw4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgx4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Premier,0QLWC000003DQgy4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,460.52,460.52,,Approved,Renewal
Standard,0QLWC000003DQgz4AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,35.59,35.59,,Approved,Renewal
Standard,0QLWC000003DQh04AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,35.59,35.59,,Approved,Renewal
Standard,0QLWC000003DQh14AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,35.59,35.59,,Approved,Renewal
Standard,0QLWC000003DQh24AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,35.59,35.59,,Approved,Renewal
Standard,0QLWC000003DQh34AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,35.59,35.59,,Approved,Renewal
Professional,0QLWC000003DQh44AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,211.39,211.39,,Approved,Renewal
Professional,0QLWC000003DQh54AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,211.39,211.39,,Approved,Renewal
Premier,0QLWC000003DQh64AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DQh74AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DQh84AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DQh94AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DqHa4AK,GS-GSE-RRM-EFAR,Renewal Maintenance,,218.81,218.81,,Approved,Renewal
Premier,0QLWC000003DQhA4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DqHb4AK,GS-GSE-RRM-EOPM,Renewal Maintenance,,437.62,437.62,,Approved,Renewal
Premier,0QLWC000003DQhB4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DqHc4AK,GS-GSE-RRM-EOPM,Renewal Maintenance,,218.81,218.81,,Approved,Renewal
Premier,0QLWC000003DQhC4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DqHd4AK,GS-GSE-RRM-DMGA,Renewal Maintenance,,2433.5,2433.5,,Approved,Renewal
Premier,0QLWC000003DQhD4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,496.69,496.69,,Approved,Renewal
Premier,0QLWC000003DqHe4AK,GS-GSE-RRM-DMGA,Renewal Maintenance,,1216.75,1216.75,,Approved,Renewal
