AttributeValue,QuoteLineItemId,QuoteLineItem.Product2Id,QuoteLineItem.Product2.Name,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status
Professional,0QLWC000003E9tP4AS,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9tQ4AS,01tWC00000DD1EIYA1,EFT AS2 Module-RenewalMaintenance,GS-GSE-RRM-EFRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9tR4AS,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9tS4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9tT4AS,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9tU4AS,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9tV4AS,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Approved
Standard,0QLWC000003E9tW4AS,01tWC00000DD19SYAT,CuteFTP 9-RenewalMaintenance,GS-CFT-RRM-CF9REN,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9ub4AC,01tWC00000DD1EKYA1,EFT ASM Module-NewMaintenance,GS-GSE-RNM-EFNM,New Maintenance,,,Approved
Premier,0QLWC000003E9ud4AC,01tWC00000DD1EEYA1,EFT ARM Module-NewMaintenance,GS-GSE-RNM-EAMM,New Maintenance,,,Approved
Premier,0QLWC000003E9ue4AC,01tWC00000DD1EKYA1,EFT ASM Module-NewMaintenance,GS-GSE-RNM-EFNM,New Maintenance,,,Approved
Premier,0QLWC000003E9ul4AC,01tWC00000DD1ERYA1,EFT AWE Module-NewMaintenance,GS-GSE-RNM-EFAW,New Maintenance,,,Approved
Premier,0QLWC000003E9um4AC,01tWC00000DD1ERYA1,EFT AWE Module-NewMaintenance,GS-GSE-RNM-EFAW,New Maintenance,,,Approved
Premier,0QLWC000003E9un4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uo4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9up4AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uq4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9ur4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9us4AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9ut4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uu4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uv4AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uw4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9ux4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uy4AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uY4AS,01tWC00000DD1EiYAL,EFT Enterprise-NewMaintenance,GS-GSE-RNM-EFTE,New Maintenance,,,Approved
Premier,0QLWC000003E9uz4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9uZ4AS,01tWC00000DD1EEYA1,EFT ARM Module-NewMaintenance,GS-GSE-RNM-EAMM,New Maintenance,,,Approved
Premier,0QLWC000003E9v04AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v14AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v24AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v34AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v44AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v54AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v64AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v74AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v84AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9v94AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vA4AS,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vB4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vC4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vD4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vE4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vF4AS,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vG4AS,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vH4AS,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vI4AS,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vJ4AS,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vK4AS,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vL4AS,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vM4AS,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vn4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vN4AS,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vo4AC,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vO4AS,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vp4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vP4AS,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vq4AC,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vQ4AS,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vr4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vR4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vs4AC,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vS4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vT4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9vU4AS,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vv4AC,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vw4AC,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vx4AC,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9vy4AC,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9w04AC,01tWC00000DD13ZYAT,Audit & Reporting-NewMaintenance,GS-GSE-RNM-ARNM,New Maintenance,,,Approved
Professional,0QLWC000003E9w24AC,01tWC00000DD1kYYAT,SFTP Server-NewMaintenance,GS-GSE-RNM-SFTPNE,New Maintenance,,,Approved
Professional,0QLWC000003E9w34AC,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9w44AC,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9w54AC,01tWC00000DD13ZYAT,Audit & Reporting-NewMaintenance,GS-GSE-RNM-ARNM,New Maintenance,,,Approved
Professional,0QLWC000003E9w64AC,01tWC00000DD1kYYAT,SFTP Server-NewMaintenance,GS-GSE-RNM-SFTPNE,New Maintenance,,,Approved
Professional,0QLWC000003E9w74AC,01tWC00000DD13ZYAT,Audit & Reporting-NewMaintenance,GS-GSE-RNM-ARNM,New Maintenance,,,Draft
Professional,0QLWC000003E9w84AC,01tWC00000DD1kYYAT,SFTP Server-NewMaintenance,GS-GSE-RNM-SFTPNE,New Maintenance,,,Draft
Premier,0QLWC000003E9Wa4AK,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wb4AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wc4AK,01tWC00000DD1G9YAL,EFT TE Module-RenewalMaintenance,GS-GSE-RRM-ETMM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wd4AK,01tWC00000DD1FNYA1,EFT FM Module-RenewalMaintenance,GS-GSE-RRM-EFFM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9We4AK,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wf4AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wg4AK,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9wG4AS,01tWC00000DD1ETYA1,EFT BAM Module-NewMaintenance,GS-GSE-RNM-EFTB,New Maintenance,,,Approved
Premier,0QLWC000003E9Wh4AK,01tWC00000DD1F8YAL,EFT Express OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EFTEO,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wi4AK,01tWC00000DD1G9YAL,EFT TE Module-RenewalMaintenance,GS-GSE-RRM-ETMM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wj4AK,01tWC00000DD1FNYA1,EFT FM Module-RenewalMaintenance,GS-GSE-RRM-EFFM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wk4AK,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WL4A0,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wl4AK,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WM4A0,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wm4AK,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WN4A0,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wn4AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WO4A0,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wo4AK,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WP4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wp4AK,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WQ4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wq4AK,01tWC00000DD1FSYA1,EFT FTC Module-RenewalMaintenance,GS-GSE-RRM-EFTFT,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WR4A0,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wr4AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WS4A0,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Ws4AK,01tWC00000DD1FSYA1,EFT FTC Module-RenewalMaintenance,GS-GSE-RRM-EFTFT,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WT4A0,01tWC00000DD1FwYAL,EFT Server WebBasiced Admin-RenewalMaintenance,GS-GSE-RRM-ESWM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wt4AK,01tWC00000DD1G9YAL,EFT TE Module-RenewalMaintenance,GS-GSE-RRM-ETMM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WU4A0,01tWC00000DD1FwYAL,EFT Server WebBasiced Admin-RenewalMaintenance,GS-GSE-RRM-ESWM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wu4AK,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9WV4A0,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wv4AK,01tWC00000DD1FNYA1,EFT FM Module-RenewalMaintenance,GS-GSE-RRM-EFFM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9WW4A0,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Ww4AK,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WX4A0,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wx4AK,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WY4A0,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wy4AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9WZ4A0,01tWC00000DD1F8YAL,EFT Express OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EFTEO,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9Wz4AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X04AK,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X14AK,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X24AK,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X34AK,01tWC00000DD1F8YAL,EFT Express OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EFTEO,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X44AK,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X54AK,01tWC00000DD1G9YAL,EFT TE Module-RenewalMaintenance,GS-GSE-RRM-ETMM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X64AK,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X74AK,01tWC00000DD1FNYA1,EFT FM Module-RenewalMaintenance,GS-GSE-RRM-EFFM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X84AK,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9X94AK,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XA4A0,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XB4A0,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XC4A0,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XD4A0,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XE4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XF4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XG4A0,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XH4A0,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XI4A0,01tWC00000DD1FwYAL,EFT Server WebBasiced Admin-RenewalMaintenance,GS-GSE-RRM-ESWM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XJ4A0,01tWC00000DD1FwYAL,EFT Server WebBasiced Admin-RenewalMaintenance,GS-GSE-RRM-ESWM,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9XK4A0,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003E9XL4A0,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9xl4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9XM4A0,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9xm4AC,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9XN4A0,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9xn4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9XO4A0,01tWC00000DD1F8YAL,EFT Express OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EFTEO,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9xo4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9XP4A0,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Premier,0QLWC000003E9xp4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xq4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xr4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xs4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xt4AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xu4AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xv4AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xw4AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xx4AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xy4AC,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9xz4AC,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9y04AC,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Draft
Premier,0QLWC000003E9y14AC,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Draft
